City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,kudahuvadhoo,2.6708,72.8944,27.69,80,99,5.42,MV,1696863042
362,chania,35.5122,24.0156,24.78,64,0,2.57,GR,1696863042
363,sarupathar,26.1984,93.8094,23.46,96,17,0.49,IN,1696863043
364,tan-tan,28.438,-11.1032,37.97,9,100,7.2,MA,1696863043
365,kharp,66.8014,65.8081,5.8,99,100,2.05,RU,1696863044
366,walvis bay,-22.9575,14.5053,14.49,71,59,9.5,NA,1696863044
367,flin flon,54.7682,-101.865,5.91,93,100,3.09,CA,1696863045
368,bodaybo,57.8506,114.1933,7.2,90,100,1.05,RU,1696863045
369,sibut,5.718,19.0739,24.68,87,100,0.34,CF,1696863046
370,aioun,16.6614,-9.6149,39.9,15,13,4.48,MR,1696863046
371,dawei,14.0833,98.2,24.33,92,94,0.71,MM,1696863047
372,flying fish cove,-10.4217,105.6791,25.82,100,100,4.12,CX,1696863047
373,pasni,25.2631,63.471,27.01,88,0,7.48,PK,1696863048
374,quellon,-43.1167,-73.6167,9.39,89,100,4.76,CL,1696863048
375,anqing,30.5092,117.0506,18.8,74,99,1.9,CN,1696863049
376,nemuro,43.3236,145.575,14.4,82,91,5.95,JP,1696863049
377,batroun,34.2553,35.6581,25.3,83,1,1.85,LB,1696863050
378,sao vicente,-23.9631,-46.3919,28.48,56,100,1.54,BR,1696863051
379,aasiaat,68.7098,-52.8699,0.19,67,100,4.04,GL,1696863051
380,puerto rico,-26.796,-55.024,26.32,38,0,1.14,AR,1696863051
381,klyuchi,52.2667,79.1667,16.36,42,93,3.76,RU,1696863052
382,tortoli,39.9256,9.6572,25.9,65,20,3.6,IT,1696863053
383,fale old settlement,-9.3852,-171.2468,28.63,78,100,6.6,TK,1696863053
384,olyokminsk,60.3736,120.4264,4.99,85,95,1.79,RU,1696863054
385,taunggyi,20.7833,97.0333,17.75,99,100,1.45,MM,1696863054
386,hovd,48.0056,91.6419,9.5,53,23,1.07,MN,1696863055
387,belmonte,-15.8631,-38.8828,28.68,60,23,4.92,BR,1696863003
388,asyut,27.181,31.1837,30.1,29,30,7.1,EG,1696863055
389,inarajan village,13.2736,144.7484,27.54,95,100,9.99,GU,1696863056
390,nizhneudinsk,54.9076,99.0276,10.57,69,97,1.34,RU,1696863056
391,murzuq,25.9155,13.9184,29.17,22,0,3.87,LY,1696863057
392,lagunas,-5.2269,-75.6753,30.57,62,50,1.17,PE,1696863057
393,pesqueira,-8.3578,-36.6964,32.07,30,23,5.61,BR,1696863058
394,matthew town,20.95,-73.6667,30.56,68,8,3.09,BS,1696863058
395,praia da vitoria,38.7333,-27.0667,23.2,83,40,10.28,PT,1696863059
396,canutama,-6.5339,-64.3831,40.95,17,4,2.74,BR,1696863059
397,ibiza,38.9088,1.433,25.9,67,40,3.6,ES,1696863059
398,nosy varika,-20.5833,48.5333,24.08,82,0,5.51,MG,1696863060
399,juneau,58.3019,-134.4197,11.17,100,100,0.0,US,1696863060
400,labuan,5.2767,115.2417,26.2,94,20,0.0,MY,1696863061
401,cootamundra,-34.65,148.0333,8.86,91,100,1.52,AU,1696863061
402,paracatu,-17.2222,-46.8747,31.8,41,56,2.95,BR,1696862854
403,nepanagar,21.4667,76.4,26.17,57,6,1.06,IN,1696863062
404,island harbour,50.724,-1.2758,24.53,73,44,0.89,GB,1696863062
405,ilha de mocambique,-15.0342,40.7358,26.27,75,0,4.53,MZ,1696863063
406,shelburne,44.0787,-80.2041,5.44,96,100,7.79,CA,1696863063
407,san borja,-14.8167,-66.85,31.92,42,79,1.89,BO,1696863064
408,mount isa,-20.7333,139.5,21.87,78,40,2.57,AU,1696863064
409,tanga,-5.0667,39.1,26.16,78,4,5.57,TZ,1696863065
410,sandnessjoen,66.0217,12.6316,5.23,87,75,2.57,NO,1696863065
411,darwin,-12.4611,130.8418,27.99,74,20,4.12,AU,1696863045
412,gereida,11.2811,25.1414,35.79,32,86,1.55,SD,1696863066
413,miandrivazo,-19.5167,45.4667,31.62,40,2,8.19,MG,1696863066
414,tamandare,-8.7597,-35.1047,28.33,61,41,4.92,BR,1696862876
415,kovalam,8.3667,76.9967,30.05,74,40,1.03,IN,1696863067
416,yokadouma,3.5167,15.05,25.89,87,97,1.12,CM,1696863068
417,nuku'alofa,-21.1333,-175.2,22.19,73,75,3.6,TO,1696863068
418,steinkjer,64.193,11.3851,2.52,93,100,2.22,NO,1696863069
419,mazagao,-0.115,-51.2894,33.03,40,10,3.03,BR,1696863069
420,forster,-32.1667,152.5167,14.5,83,100,3.21,AU,1696863070
421,puerto baquerizo moreno,-0.9,-89.6,25.55,83,20,7.72,EC,1696863070
422,kerman,30.2832,57.0788,27.92,16,0,3.09,IR,1696863071
423,daru,-9.0763,143.2092,24.33,85,20,5.72,PG,1696863071
424,yaren,-0.5472,166.916,28.42,72,100,2.33,NR,1696863072
425,beyneu,45.3167,55.2,19.1,66,23,10.84,KZ,1696863072
426,trujillo,-8.116,-79.03,18.98,82,75,4.12,PE,1696863073
427,gilgit,35.9221,74.3087,16.39,67,100,2.64,PK,1696863073
428,nabire,-3.3667,135.4833,25.83,86,85,2.35,ID,1696863074
429,chillicothe,39.3331,-82.9824,12.73,66,0,2.68,US,1696863071
430,oshnaviyeh,37.0397,45.0983,17.63,39,22,6.79,IR,1696863076
431,goure,13.9835,10.2704,36.53,19,10,5.94,NE,1696863076
432,thinadhoo,0.5333,72.9333,28.08,79,45,6.17,MV,1696863076
433,czempin,52.144,16.7641,11.26,68,98,1.67,PL,1696862490
434,klaksvik,62.2266,-6.589,9.51,77,99,9.41,FO,1696863077
435,springs,-26.25,28.4,26.43,62,80,7.01,ZA,1696863078
436,nadi,-17.8,177.4167,21.0,83,20,2.57,FJ,1696863078
437,wanning,18.8003,110.3967,24.52,86,74,4.09,CN,1696863079
438,woolgoolga,-30.1106,153.2007,16.93,83,95,2.59,AU,1696863079
439,baruun-urt,46.6806,113.2792,6.54,68,45,3.2,MN,1696863080
440,margate,51.3813,1.3862,22.71,64,96,1.34,GB,1696862868
441,samana,19.2056,-69.3369,29.98,79,20,2.06,DO,1696863081
442,thunder bay,48.4001,-89.3168,3.99,65,100,6.17,CA,1696862977
443,santa terezinha,-29.9002,-50.0904,19.43,73,76,2.47,BR,1696863082
444,thomaston,32.8882,-84.3266,18.88,41,0,2.57,US,1696863083
445,gornozavodsk,58.3758,58.3211,2.82,79,55,4.95,RU,1696863083
446,gariaband,20.635,82.0614,24.16,79,78,1.13,IN,1696863084
447,lompoc,34.6391,-120.4579,14.4,85,100,7.6,US,1696863084
448,howrah,22.5892,88.3103,32.0,66,40,1.54,IN,1696863085
449,sao tome,0.3365,6.7273,28.02,74,75,3.09,ST,1696863085
450,plastun,44.7561,136.2939,10.05,74,91,2.68,RU,1696863086
451,kismayo,-0.3582,42.5454,26.55,73,53,5.77,SO,1696863086
452,santa ana,33.7456,-117.8678,22.71,96,100,1.54,US,1696863087
453,baracoa,20.3467,-74.4958,31.87,63,16,1.87,CU,1696863087
454,lianran,24.9227,102.485,13.3,97,100,1.37,CN,1696863088
455,laurel,39.0993,-76.8483,14.93,61,0,4.63,US,1696863073
456,jianshui,23.6363,102.8264,16.86,90,100,1.77,CN,1696863089
457,zelenoborskiy,66.845,32.3622,0.92,70,82,4.22,RU,1696863090
458,lutzelbach,49.7425,8.7675,23.23,54,98,3.8,DE,1696863090
459,nurota,40.5614,65.6886,19.28,31,0,1.59,UZ,1696862861
460,beykonak,36.3257,30.303,25.41,63,61,2.91,TR,1696863091
461,concepcion,-36.827,-73.0498,11.89,71,0,4.12,CL,1696862850
462,tomatlan,19.9333,-105.25,26.61,86,100,1.7,MX,1696863092
463,howard springs,-12.497,131.047,27.95,73,50,1.51,AU,1696863092
464,baragua,21.6967,-78.6328,31.03,63,25,1.99,CU,1696863093
465,coruripe,-10.1256,-36.1756,28.72,58,78,5.55,BR,1696863093
466,bulolo,-7.2,146.65,21.95,97,98,0.68,PG,1696863094
467,kourou,5.1552,-52.6478,32.03,48,14,3.71,GF,1696863094
468,los frentones,-26.4077,-61.4137,31.17,22,0,2.87,AR,1696863095
469,rogers park,61.1981,-149.8492,3.7,96,100,3.6,US,1696863095
470,ingeniero guillermo n. juarez,-23.9,-61.85,32.74,25,0,3.26,AR,1696863096
471,lata,40.1629,-8.3327,34.4,36,0,3.12,PT,1696863096
472,okhotsk,59.3833,143.3,2.29,91,100,6.83,RU,1696863097
473,holualoa,19.6228,-155.9522,20.99,92,100,2.24,US,1696863097
474,kapa'a,22.0752,-159.319,23.39,91,100,3.09,US,1696863098
475,al jawf,29.5,38.75,33.85,13,69,3.18,SA,1696863098
476,dazhou,31.2159,107.5009,16.7,88,100,0.9,CN,1696863099
477,santiago de cuba,20.0247,-75.8219,27.06,89,40,2.57,CU,1696863099
478,edgewater,28.9889,-80.9023,23.39,65,0,2.57,US,1696863100
479,arteche,12.2645,125.4048,26.22,89,100,1.32,PH,1696863100
480,yerofey pavlovich,53.9667,121.9667,3.68,69,8,0.93,RU,1696863100
481,luba,3.4568,8.5547,30.94,82,76,1.59,GQ,1696863101
482,funafuti,-8.5243,179.1942,29.0,94,40,3.6,TV,1696863101
483,fomboni,-12.28,43.7425,25.94,75,21,4.38,KM,1696863102
484,tofol,5.3248,163.0078,27.42,82,99,5.0,FM,1696863102
485,rio verde de mato grosso,-18.9181,-54.8442,33.91,42,43,2.35,BR,1696863002
486,mil'kovo,55.6078,37.7956,4.43,82,100,6.52,RU,1696863103
487,atasu,48.6814,71.6433,15.1,51,36,4.1,KZ,1696863103
488,lospalos,-8.5186,127.0025,21.41,91,44,2.39,TL,1696863104
489,ende,-8.8432,121.6623,24.64,78,78,0.68,ID,1696863104
490,pico truncado,-46.7949,-67.9573,12.1,32,84,12.47,AR,1696863105
491,terrace,54.5163,-128.6035,12.95,94,75,4.12,CA,1696863105
492,paramonga,-10.6667,-77.8333,20.56,80,81,3.37,PE,1696863106
493,bei'an,24.5399,109.533,18.58,74,91,4.86,CN,1696863106
494,chekmagush,55.1319,54.6556,6.37,53,99,7.19,RU,1696863106
495,sitka,57.0531,-135.33,15.94,63,75,10.8,US,1696862963
496,mariehamn,60.0973,19.9348,6.57,81,40,3.09,AX,1696863107
497,tefe,-3.3542,-64.7114,34.06,52,0,2.57,BR,1696863108
498,vila real,41.3006,-7.7441,32.42,15,0,1.47,PT,1696863108
499,dutsin-ma,12.4517,7.4981,35.52,21,10,4.61,NG,1696863109
500,selfoss,63.9331,-20.9971,8.91,92,100,10.22,IS,1696863109
501,trinidad,-14.8333,-64.9,24.99,57,75,3.09,BO,1696863109
502,reggane,26.7158,0.1714,35.86,12,80,7.21,DZ,1696863110
503,sokol,59.4617,40.1206,3.32,88,100,3.86,RU,1696863110
504,gadzhiyevo,69.2551,33.3362,1.92,75,100,5.74,RU,1696863111
505,igarka,67.4667,86.5833,8.72,90,100,10.05,RU,1696863111
506,arraial do cabo,-22.9661,-42.0278,27.98,74,75,3.09,BR,1696863023
507,belaya kholunitsa,58.84,50.8528,2.46,97,100,3.37,RU,1696863112
508,berezovyy,51.6667,135.7,4.02,88,22,1.59,RU,1696863112
509,thabazimbi,-24.5917,27.4116,30.11,28,55,5.76,ZA,1696862941
510,n'dalatando,-9.2978,14.9116,27.92,52,78,3.06,AO,1696863113
511,ingeniero jacobacci,-41.3427,-69.5448,10.74,40,100,10.21,AR,1696863113
512,christchurch,-43.5333,172.6333,13.11,69,18,5.14,NZ,1696862905
513,tal'menka,53.8183,83.5677,12.03,66,96,3.16,RU,1696863114
514,pelabuhanratu,-6.9875,106.5514,25.92,82,49,0.99,ID,1696863115
515,paoua,7.2427,16.4406,23.12,91,100,2.53,CF,1696863115
516,douentza,14.9951,-2.9517,38.21,19,25,4.41,ML,1696863116
517,guarapari,-20.6667,-40.4975,29.38,57,2,8.15,BR,1696863116
518,veshenskaya,49.6303,41.7334,7.28,62,97,8.49,RU,1696863117
519,sigli,5.3848,95.9609,27.03,82,33,1.28,ID,1696863117
520,magadi,12.9667,77.2333,22.09,82,96,1.53,IN,1696863117
521,mankoeng,-23.9,29.8167,22.01,48,27,3.79,ZA,1696863118
522,wanganui,-39.9333,175.05,11.87,82,41,6.85,NZ,1696863119
523,miyaly,48.8844,53.7836,11.14,41,100,4.6,KZ,1696863119
524,namie,37.4833,141.0,18.73,97,100,4.89,JP,1696863120
525,kukuna,9.4,-12.6667,26.27,90,100,1.5,SL,1696863120
526,hastings,50.8552,0.5729,26.1,21,78,4.45,GB,1696863120
527,taoudenni,22.6783,-3.9836,38.29,8,0,6.24,ML,1696863121
528,lusambo,-4.9667,23.45,30.41,54,87,0.64,CD,1696863121
529,labrador city,52.9463,-66.9114,11.95,82,75,5.14,CA,1696863122
530,molchanovo,57.5817,83.7692,12.17,56,100,5.92,RU,1696863123
531,lamu,-2.2717,40.902,28.12,79,26,5.64,KE,1696863123
532,pirane,-25.7324,-59.1088,29.12,29,0,2.71,AR,1696863124
533,ujae,8.9322,165.7642,27.31,81,100,5.33,MH,1696863124
534,pimentel,-6.8367,-79.9342,21.16,78,40,6.17,PE,1696863125
535,brisas de zicatela,15.8369,-97.0419,28.4,73,99,1.66,MX,1696863125
536,kijang,35.2442,129.2139,15.85,78,97,1.52,KR,1696863126
537,kone,-21.0595,164.8658,17.2,80,94,2.12,NC,1696863126
538,fort st. john,56.2499,-120.8529,7.94,66,75,4.63,CA,1696862853
539,cam pha mines,21.0167,107.3,23.8,71,98,2.1,VN,1696863127
540,gamboma,-1.8764,15.8644,21.02,94,100,2.91,CG,1696863127
541,teluknaga,-6.0989,106.6381,30.35,83,20,3.09,ID,1696863128
542,karkira,36.9292,6.5856,25.09,60,0,4.6,DZ,1696863128
543,corn island,12.1694,-83.0418,29.45,70,94,0.59,NI,1696863129
544,lewiston orchards,46.3804,-116.9754,20.15,69,0,2.06,US,1696863130
545,praia,14.9215,-23.5087,32.3,62,20,5.14,CV,1696863130
546,hilo,19.7297,-155.09,21.25,90,75,2.57,US,1696863130
547,vrangel',42.7297,133.0839,11.67,80,68,2.43,RU,1696863131
548,rebola,3.7167,8.8333,28.62,79,40,3.09,GQ,1696863131
549,tolanaro,-25.0319,46.9987,25.04,78,20,5.14,MG,1696863132
550,jingdezhen,29.2947,117.2079,15.93,95,87,1.58,CN,1696863132
551,belyy yar,53.6039,91.3903,11.94,82,0,3.0,RU,1696863133
552,chinde,26.8418,88.0763,17.69,87,25,1.74,NP,1696863133
553,buka,40.8108,69.1986,19.79,28,0,2.55,UZ,1696863134
554,itoman,26.1247,127.6694,27.01,78,75,4.63,JP,1696863134
555,al mawsil al jadidah,36.3346,43.0978,29.89,23,100,3.78,IQ,1696863134
556,gunjur,13.2019,-16.7339,34.04,62,40,1.54,GM,1696863135
557,kardla,58.9978,22.7492,6.7,75,75,6.69,EE,1696863135
558,waiuku,-37.25,174.75,14.0,87,51,5.89,NZ,1696863136
559,huanta,-12.9333,-74.25,18.22,47,55,0.76,PE,1696863136
560,comodoro rivadavia,-45.8667,-67.5,14.92,31,20,11.32,AR,1696862864
561,san sebastian de la gomera,28.0916,-17.1133,36.2,12,20,4.12,ES,1696863137
562,rantauprapat,2.1,99.8333,23.59,98,44,1.01,ID,1696863138
563,male,4.1748,73.5089,27.71,79,100,3.37,MV,1696862839
564,ivrea,45.4672,7.8762,30.92,39,46,0.44,IT,1696863138
565,lionel town,17.8101,-77.2406,30.94,71,82,4.57,JM,1696863139
566,talara,-4.5772,-81.2719,23.42,73,0,5.21,PE,1696863139
567,zaraza,9.3503,-65.3245,34.56,45,78,3.02,VE,1696863140
568,sekong,-6.3996,106.0252,24.43,85,40,1.34,ID,1696863140
569,pachelma,53.2443,43.3521,3.45,94,100,7.32,RU,1696863141
570,leer,53.2316,7.461,17.19,95,100,5.22,DE,1696863142
571,madhogarh,26.276,79.1869,30.09,42,0,3.8,IN,1696863142
572,nanao,37.05,136.9667,18.51,96,100,1.17,JP,1696863143
573,zavetnoye,47.1194,43.8903,9.51,44,8,8.28,RU,1696863143
574,al qaryatayn,34.2296,37.2407,25.16,39,89,3.32,SY,1696863143
575,cuilapan de guerrero,17.0,-96.7667,19.45,86,97,0.16,MX,1696863144
576,beau vallon,-20.4189,57.6953,25.13,73,20,4.12,MU,1696863144
577,al qubbah,32.7616,22.2424,20.05,61,0,6.56,LY,1696863145
578,selkirk,50.1436,-96.8845,6.71,90,19,3.09,CA,1696863145
579,lao cai,22.4833,103.95,23.73,82,94,0.18,VN,1696863146
580,saudarkrokur,65.7461,-19.6394,6.24,91,100,7.53,IS,1696863146
581,bovalino,38.149,16.174,26.94,57,0,0.59,IT,1696863146
582,luanda,-8.8368,13.2343,27.0,69,75,4.12,AO,1696862946
583,chachapoyas,-6.2317,-77.869,14.28,92,100,1.23,PE,1696863147
584,queenstown,-31.8976,26.8753,15.5,64,94,6.81,ZA,1696863148
585,ciudad lazaro cardenas,17.9583,-102.2,25.69,87,100,0.92,MX,1696863148
586,bengkulu,-3.8004,102.2655,24.37,93,59,1.13,ID,1696863149
587,opuwo,-18.0607,13.84,35.23,8,73,7.41,NA,1696863149
588,akjoujt,19.6969,-14.4164,42.03,11,6,4.42,MR,1696863150
589,tarawa,1.419,172.984,28.05,78,40,1.03,KI,1696863150
590,dori,14.0354,-0.0345,37.24,24,54,2.28,BF,1696863150
591,zahedan,29.4963,60.8629,25.95,15,0,3.09,IR,1696863151
592,notse,6.95,1.1667,30.29,66,55,1.44,TG,1696863151
593,itaituba,-4.2761,-55.9836,35.09,59,0,2.39,BR,1696863152
594,tadine,-21.55,167.8833,18.77,64,43,5.21,NC,1696863152
595,phongsali,21.6833,102.1058,15.57,93,100,0.45,LA,1696863153
596,kozel'sk,54.0375,35.7716,4.92,75,48,6.35,RU,1696863153
597,colinas,-6.0258,-44.2492,39.31,24,79,2.01,BR,1696863081
598,claveria,18.6074,121.0832,27.04,88,49,5.4,PH,1696863155
